id,title,type,release_year,age_certification,runtime,seasons,imdb_score,imdb_votes,country,genre
tm554944,Love Wedding Repeat,Movie,2020,Others,100,0,5.5,20033,"IT, GB","Romance, Comedy"
tm931158,Gather,Movie,2020,Others,74,0,7.8,196,US,Documentation
tm470836,The Show Must Go On: The Queen + Adam Lambert Story,Movie,2019,Others,81,0,7.8,1923,US,"Documentation, Music"
tm472411,Iron Fists And Kung Fu Kicks,Movie,2019,Others,108,0,6.6,1146,AU,"Documentation, History"
tm837756,I'M No Longer Here,Movie,2019,Others,112,0,7.3,7727,"MX, US",Drama
tm305433,Rocko'S Modern Life: Static Cling,Movie,2019,Others,45,0,6.9,3820,US,"Comedy, Animation, Fantasy, Scifi, Action, Family"
tm819054,Dear Mother,Movie,2020,Others,98,0,5.8,1195,"BE, FR","Comedy, Drama"
tm863890,Rising High,Movie,2020,Others,94,0,5.9,4905,DE,"Comedy, Drama"
tm490222,Uncorked,Movie,2020,Others,104,0,6.4,5414,US,"Drama, Comedy"
tm868777,"Love, Guaranteed",Movie,2020,Others,90,0,5.6,17092,US,"Comedy, Romance"
tm846166,Pets United,Movie,2019,Others,89,0,3.7,2677,"CN, DE, GB","Comedy, Animation"
tm450478,Under The Eiffel Tower,Movie,2019,Others,87,0,5.4,992,US,"Romance, Comedy"
tm820116,Street Flow,Movie,2019,Others,96,0,6.4,1509,FR,"Drama, Crime"
tm917325,Dragons: Rescue Riders: Secrets Of The Songwing,Movie,2020,Others,46,0,5.1,175,US,"Animation, Action, Comedy, Family, Fantasy"
tm986700,All My Friends Are Dead,Movie,2020,Others,95,0,5.8,6126,PL,"Thriller, Drama, Comedy, Crime"
tm838687,Holiday In The Wild,Movie,2019,Others,85,0,6.1,15053,US,"Romance, Comedy, Drama"
tm856593,Bert Kreischer: Hey Big Boy,Movie,2020,Others,62,0,7,1913,US,Comedy
tm844662,Ronny Chieng: Asian Comedian Destroys America!,Movie,2019,Others,63,0,7.4,3077,US,Comedy
tm446581,The Edge Of Democracy,Movie,2019,Others,121,0,7.2,14605,BR,"Documentation, History"
tm494731,Sextuplets,Movie,2019,Others,97,0,4.4,8380,US,Comedy
tm844513,M8 - When Death Rescues Life,Movie,2019,Others,84,0,7,608,BR,"Drama, Thriller"
tm884369,"Best Wishes, Warmest Regards: A Schitt'S Creek Farewell",Movie,2020,Others,44,0,8.6,1357,CA,Documentation
tm812998,Miracle In Cell No. 7,Movie,2019,Others,132,0,8.2,46939,TR,Drama
tm897170,Furie,Movie,2019,Others,98,0,5.6,2731,FR,"Thriller, Drama, Horror"
tm932609,The Binding,Movie,2020,Others,93,0,4.8,4145,IT,"Drama, Thriller, Horror"
tm851346,Residue,Movie,2020,Others,90,0,6.5,570,US,Drama
tm483420,Ella Fitzgerald: Just One Of Those Things,Movie,2019,Others,89,0,6.9,413,GB,"Music, Documentation"
tm857187,Tom Segura: Ball Hog,Movie,2020,Others,70,0,7.3,2848,US,Comedy
tm835432,Sky High,Movie,2020,Others,121,0,5.6,3465,ES,"Crime, Thriller, Drama, Action, European"
tm413558,Funan,Movie,2019,Others,84,0,6.9,916,"BE, KH, FR, LU","Drama, War, Animation, History, European"
tm470560,Circus Of Books,Movie,2019,Others,92,0,7.1,4571,US,"Documentation, History"
tm893680,Jo Koy: In His Elements,Movie,2020,Others,55,0,5.4,469,US,Comedy
tm824559,"Bikram: Yogi, Guru, Predator",Movie,2019,Others,86,0,6.7,7367,US,"Crime, Documentation"
tm835486,Jenny Slate: Stage Fright,Movie,2019,Others,66,0,5.8,1268,US,"Comedy, Reality"
tm493175,Zz Top: That Little Ol' Band From Texas,Movie,2019,Others,91,0,7.5,1692,GB,"Documentation, Music"
tm883441,Money Heist: The Phenomenon,Movie,2020,Others,57,0,7.4,3419,ES,Documentation
tm465408,Burning Cane,Movie,2019,Others,77,0,5.5,630,US,Drama
tm470597,A Kid From Coney Island,Movie,2019,Others,89,0,7,536,"CN, US","Documentation, Sport"
tm456074,Jezebel,Movie,2020,Others,88,0,6.9,1304,US,Drama
tm461159,Trouble,Movie,2019,Others,87,0,5.8,3187,CA,"Comedy, Family, Music, Animation"
tm816593,"Frankenstein'S Monster'S Monster, Frankenstein",Movie,2019,Others,32,0,5.8,2166,US,Comedy
tm454861,Patria,Movie,2019,Others,89,0,7.2,102,MX,"Documentation, History"
tm845532,Mucho Mucho Amor: The Legend Of Walter Mercado,Movie,2020,Others,96,0,7.3,3251,US,Documentation
tm836674,The Main Event,Movie,2020,Others,102,0,4.8,2279,US,"Comedy, Action, Family, Fantasy, Sport"
tm912400,Jack Whitehall: I'M Only Joking,Movie,2020,Others,58,0,6.6,1468,GB,Comedy
tm423624,Ek Ladki Ko Dekha Toh Aisa Laga,Movie,2019,Others,121,0,5.6,4288,IN,"Drama, Romance, Comedy"
tm518467,Dragon Rider,Movie,2020,Others,100,0,5.6,1522,"ES, BE, DE","Family, Fantasy, Animation, Comedy, European"
tm454096,Only Mine,Movie,2019,Others,87,0,4.6,3013,US,"Drama, Thriller"
tm987599,Best Of Stand-Up 2020,Movie,2020,Others,76,0,5.4,601,US,Comedy
tm831873,The Crimes That Bind,Movie,2020,Others,99,0,6.7,3912,AR,"Drama, Thriller, Crime"
tm884581,Rich In Love,Movie,2020,Others,104,0,6,2616,BR,"Romance, Comedy"
tm843276,Memories Of A Teenager,Movie,2019,Others,93,0,6.5,778,AR,Drama
tm941531,The Beast,Movie,2020,Others,90,0,5.2,4281,IT,"Crime, Action, Drama, Thriller"
tm430106,"El Pepe, A Supreme Life",Movie,2019,Others,74,0,7.1,1867,"RS, UY, AR",Documentation
tm836638,The Man Without Gravity,Movie,2019,Others,107,0,5.8,2485,"BE, FR, IT","Drama, Comedy, Fantasy"
tm452440,Cinderela Pop,Movie,2019,Others,94,0,4.5,1046,BR,"Romance, Music, Family"
tm458363,Juanita,Movie,2019,Others,90,0,6,2336,US,Drama
tm856545,Intuition,Movie,2020,Others,116,0,5.5,2613,AR,"Thriller, Crime"
tm886214,Mrs. Serial Killer,Movie,2020,Others,106,0,5.3,19630,IN,"Thriller, Crime, Drama"
tm425944,A Land Imagined,Movie,2019,Others,95,0,6.2,1289,"SG, FR, NL","Drama, Thriller, European"
tm888080,The Last Days Of American Crime,Movie,2020,Others,149,0,3.7,11227,US,"Crime, Thriller, Action, Drama, Scifi"
tm351938,Girls With Balls,Movie,2019,Others,77,0,3.9,3219,"FR, BE","Comedy, Horror, European"
tm460360,4 Latas,Movie,2019,Others,105,0,5.9,3189,"FR, ES","Drama, Comedy, European"
tm494531,Seventeen,Movie,2019,Others,99,0,7.2,3940,ES,"Drama, European"
tm1127695,The Endless Trench,Movie,2019,Others,148,0,7.2,6239,"ES, FR","Thriller, War, Action, Drama, History, European"
tm818786,Menendez: The Day Of The Lord,Movie,2020,Others,93,0,4.9,988,"ES, MX","Drama, Horror, Thriller"
tm674135,Brother In Love,Movie,2019,Others,115,0,7.1,5778,TR,"Comedy, Family"
tm484989,The Influence,Movie,2019,Others,99,0,4.5,3639,ES,"Documentation, Horror, European"
tm455197,Kabir Singh,Movie,2019,Others,172,0,7.2,30949,IN,"Drama, Crime, Action, Romance"
tm431349,Bulbul Can Sing,Movie,2019,Others,95,0,7,384,IN,Drama
tm450673,The Last Laugh,Movie,2019,Others,98,0,5.6,5692,US,Comedy
tm470378,Remastered: Devil At The Crossroads,Movie,2019,Others,48,0,7,2691,US,"Documentation, Music"
tm472766,Kardec,Movie,2019,Others,110,0,6.1,1501,BR,"History, Drama"
tm857399,Marc Maron: End Times Fun,Movie,2020,Others,71,0,6.8,1906,US,"Comedy, Documentation"
tm485801,So My Grandma'S A Lesbian!,Movie,2019,Others,94,0,4.3,1122,"ES, PT","Comedy, Romance, European"
tm458326,Walk. Ride. Rodeo.,Movie,2019,Others,100,0,6.4,2341,US,Drama
tm948916,The Scary House,Movie,2020,Others,100,0,5.4,3712,"AT, DE","Thriller, Fantasy, Drama, Family, Horror, European"
tm917822,The 2nd,Movie,2020,Others,93,0,3.8,8494,US,"Action, Drama"
tm854876,Out Of My League,Movie,2020,Others,90,0,6.1,2593,IT,"Romance, Drama, Comedy, European"
tm882887,La Originals,Movie,2020,Others,92,0,7.2,1800,"US, AR",Documentation
tm821164,Enter The Anime,Movie,2019,Others,58,0,2.6,1627,"US, JP",Documentation
tm375446,Asphalt Burning,Movie,2020,Others,100,0,5.1,2279,"DE, NO","Action, Comedy, European"
tm822832,Lingua Franca,Movie,2020,Others,95,0,6.5,671,"PH, US",Drama
tm849407,Isi & Ossi,Movie,2020,Others,113,0,6.4,8221,DE,"Romance, Comedy"
tm372035,Paris Is Us,Movie,2019,Others,83,0,4.6,1410,FR,"Drama, European"
tm449590,Rattlesnake,Movie,2019,Others,85,0,4.6,8487,US,"Horror, Thriller, Drama, Crime"
tm975765,Emicida: Amarelo - It'S All For Yesterday,Movie,2020,Others,89,0,8.5,1472,BR,"Music, Documentation"
tm827640,Travis Scott: Look Mom I Can Fly,Movie,2019,Others,85,0,6.3,4527,US,"Music, Documentation"
tm850454,Tom Papa: You'Re Doing Great!,Movie,2020,Others,60,0,7.2,844,US,Comedy
tm947555,Sarah Cooper: Everything'S Fine,Movie,2020,Others,49,0,5.5,1708,US,Comedy
tm460259,Blood Will Tell,Movie,2019,Others,113,0,6.1,815,"AR, CA, CL","Thriller, Drama"
tm879609,Brave Blue World,Movie,2019,Others,50,0,6.7,772,"GB, CA",Documentation
tm426630,Soni,Movie,2019,Others,97,0,7.1,2752,IN,"Crime, Drama"
tm451584,Too Handsome To Handle,Movie,2019,Others,106,0,6.8,523,ID,"Romance, Drama, Comedy"
tm1081074,Justine,Movie,2019,Others,105,0,6.7,704,US,Drama
tm977478,Nate: A One Man Show,Movie,2020,Others,59,0,6.6,346,US,Comedy
tm927926,Dad Wanted,Movie,2020,Others,102,0,5.7,1058,MX,"Drama, Family, Comedy"
tm819107,Aziz Ansari: Right Now,Movie,2019,Others,65,0,7.5,5111,US,Comedy
tm812781,Katherine Ryan: Glitter Room,Movie,2019,Others,65,0,6.7,1920,US,Comedy
tm884616,Quiet,Movie,2020,Others,102,0,6.4,320,CL,Drama
tm945168,Secrets Of The Saqqara Tomb,Movie,2020,Others,113,0,7.2,6189,"EG, US","Documentation, History"
tm910999,Xico'S Journey,Movie,2020,Others,85,0,5.1,534,MX,"Family, Fantasy, Animation"
tm980097,Holiday On Mars,Movie,2020,Others,89,0,2.7,564,IT,"Comedy, Scifi"
tm475501,Wanda Sykes: Not Normal,Movie,2019,Others,66,0,7.2,1790,US,Comedy
tm948607,Midnight At The Magnolia,Movie,2020,Others,87,0,5.8,5296,CA,"Comedy, Romance"
tm818588,All The Freckles In The World,Movie,2019,Others,90,0,5.2,1269,MX,"Comedy, Romance, Sport"
tm852060,Grego Rossello: Disculpe Las Molestias,Movie,2019,Others,65,0,4.5,25,AR,Comedy
tm469432,Hating Peter Tatchell,Movie,2020,Others,91,0,7.6,743,"AU, GB",Documentation
tm461827,Who Would You Take To A Deserted Island?,Movie,2019,Others,93,0,5.3,2466,ES,"Drama, European"
tm814734,Kidnapping Stella,Movie,2019,Others,89,0,4.9,5957,DE,"Crime, Thriller"
tm450832,Paradise Beach,Movie,2019,Others,94,0,4.6,2225,FR,"Action, Drama, Thriller, Crime, European"
tm925858,Black Beach,Movie,2020,Others,115,0,5.6,1544,"ES, US, BE","Drama, Thriller, Fantasy, Action"
tm428702,The Brave,Movie,2019,Others,103,0,5,1320,US,"Thriller, Action, Crime"
tm853910,Road To Roma,Movie,2020,Others,73,0,7.6,646,MX,Documentation
tm818154,Whitney Cummings: Can I Touch It?,Movie,2019,Others,59,0,6.5,1732,US,Comedy
tm450462,Petta,Movie,2019,Others,172,0,7.3,9778,IN,"Drama, Action"
tm474695,Dying To Tell,Movie,2019,Others,87,0,6.8,336,ES,"Documentation, European"
tm447755,Back Of The Net,Movie,2019,Others,86,0,5.1,680,AU,"Drama, Comedy, Family"
tm429172,The (Silent) War,Movie,2019,Others,122,0,5.6,670,ES,"Thriller, Crime, War, Action, Drama, European"
tm825102,Our Planet: Behind The Scenes,Movie,2019,Others,63,0,8.4,1672,"US, GB",Documentation
tm821662,Vikruthi,Movie,2019,Others,123,0,7.4,1544,IN,"Comedy, Drama"
tm819497,"Berlin, Berlin",Movie,2020,Others,80,0,3.8,533,DE,"Comedy, Drama, Romance"
tm465427,Maria,Movie,2019,Others,90,0,5,2032,PH,"Action, Crime, Drama, Thriller"
tm937265,You'Ve Got This,Movie,2020,Others,111,0,5.8,1273,MX,"Comedy, Romance"
tm421560,Let'S Dance,Movie,2019,Others,109,0,5.9,1381,"FR, BE","Drama, Comedy, Music, Family"
tm854682,Asphalt Goddess,Movie,2020,Others,126,0,4.9,168,MX,Drama
tm466255,Kevin Hart: Irresponsible,Movie,2019,Others,60,0,6.5,4437,US,Comedy
tm462551,"¡Ay, Mi Madre!",Movie,2019,Others,81,0,3.9,394,ES,"Comedy, European"
tm912327,The Larva Island Movie,Movie,2020,Others,89,0,5.1,635,KR,"Family, Animation, Comedy"
tm830795,Happy Old Year,Movie,2019,Others,113,0,7.2,2160,TH,"Drama, Romance"
tm849323,Shikara,Movie,2020,Others,118,0,3.3,15026,IN,"Romance, Drama, History"
tm919920,Milestone,Movie,2020,Others,98,0,6.6,613,IN,Drama
tm455981,Rubaru Roshni,Movie,2019,Others,110,0,8.7,584,IN,Documentation
tm462611,Ready To Mingle,Movie,2019,Others,97,0,5.9,2326,MX,"Comedy, Romance"
tm453727,Deadly Switch,Movie,2019,Others,86,0,4.5,1303,US,Thriller
tm477006,Psycho,Movie,2020,Others,134,0,6.2,4075,IN,"Crime, Thriller, Drama"
tm839761,"Kalel, 15",Movie,2019,Others,104,0,7.3,262,PH,Drama
tm908529,Tell Me When,Movie,2020,Others,96,0,5.7,964,MX,"Drama, Documentation, Comedy"
tm944331,Shawn Mendes: In Wonder,Movie,2020,Others,83,0,6.5,2016,US,"Music, Documentation"
tm940566,Kaali Khuhi,Movie,2020,Others,90,0,3.5,1207,IN,"Thriller, Horror, Drama"
tm851912,Gunjan Saxena: The Kargil Girl,Movie,2020,Others,112,0,5.6,34423,IN,"Drama, Action, War"
tm926528,Ak Vs Ak,Movie,2020,Others,108,0,6.9,14048,IN,"Drama, Action, Thriller, Comedy, Crime"
tm838765,A Christmas Prince: The Royal Baby,Movie,2019,Others,84,0,5.3,6704,US,"Romance, Family"
tm835445,Deon Cole: Cole Hearted,Movie,2019,Others,69,0,6.9,883,US,Comedy
tm678851,Article 15,Movie,2019,Others,130,0,8.2,32336,IN,"Crime, Drama, Thriller"
tm919903,Tragic Jungle,Movie,2020,Others,96,0,5.6,902,"MX, CO, FR",Drama
tm474061,Malibu Rescue,Movie,2019,Others,69,0,5,1220,US,"Action, Comedy, Family"
tm675171,The Black Godfather,Movie,2019,Others,118,0,7.4,1341,US,"Documentation, Music"
tm467116,Life Overtakes Me,Movie,2019,Others,39,0,5,45,"US, SE",Documentation
tm373471,90 Ml,Movie,2019,Others,125,0,3.4,571,IN,"Comedy, Drama, Romance"
tm511991,99 Songs,Movie,2019,Others,128,0,7.1,2254,IN,Romance
tm431810,Evelyn,Movie,2019,Others,95,0,7.2,768,GB,Documentation
tm946801,Just Another Christmas,Movie,2020,Others,101,0,6.7,4476,BR,"Comedy, Family, Drama"
tm918373,Malibu Rescue: The Next Wave,Movie,2020,Others,70,0,4.7,818,US,"Comedy, Family, Action"
tm869373,High & Low: The Worst,Movie,2019,Others,125,0,6.6,487,JP,"Action, Comedy"
tm957903,The Boys In The Band: Something Personal,Movie,2020,Others,28,0,7.2,356,US,Documentation
tm946927,Dance Dreams: Hot Chocolate Nutcracker,Movie,2020,Others,80,0,7,339,US,"Documentation, Family"
tm462660,Inhuman Kiss,Movie,2019,Others,122,0,6.4,1717,TH,"Romance, Drama, Horror"
tm452574,"Ray Romano: Right Here, Around The Corner",Movie,2019,Others,58,0,7.2,1654,US,"Comedy, Documentation"
tm483511,Jai Mummy Di,Movie,2020,Others,103,0,3.6,935,IN,"Romance, Comedy, Drama"
tm469966,The Unknown Saint,Movie,2020,Others,100,0,6.5,1092,"FR, QA, MA","Drama, Comedy, Crime"
tm420181,Spelling The Dream,Movie,2020,Others,82,0,6.9,716,US,Documentation
tm828326,The Crystal Calls - Making The Dark Crystal: Age Of Resistance,Movie,2019,Others,83,0,7.6,528,US,Documentation
tm866782,One-Way To Tomorrow,Movie,2020,Others,90,0,5.6,4819,TR,"Romance, Comedy, Drama"
tm935388,Ginny Weds Sunny,Movie,2020,Others,125,0,5.7,4699,IN,"Drama, Romance, Comedy"
tm897794,Merry Men 2: Another Mission,Movie,2019,Others,114,0,6.4,64,NG,"Comedy, Action"
tm828570,Ahaan,Movie,2019,Others,81,0,7,321,IN,"Drama, Comedy"
tm825952,Simon Amstell: Set Free,Movie,2019,Others,51,0,6.5,797,US,Comedy
tm462277,Romeo Akbar Walter,Movie,2019,Others,139,0,6.6,5728,IN,"Thriller, Drama, Action"
tm817284,Bridezilla,Movie,2019,Others,93,0,6.1,51,ID,"Romance, Drama, Comedy"
tm834608,Alelí,Movie,2019,Others,88,0,6.3,371,UY,"Comedy, Drama"
tm918960,The Magic School Bus Rides Again: Kids In Space,Movie,2020,Others,45,0,5.9,81,CA,"Action, Family, Animation, Comedy, Scifi"
tm459329,Firebrand,Movie,2019,Others,116,0,5.1,278,IN,Drama
tm933826,Serious Men,Movie,2020,Others,115,0,6.8,7390,IN,"Comedy, Drama"
tm838022,Upstarts,Movie,2019,Others,112,0,6.7,860,IN,"Drama, Comedy"
tm863514,House Arrest,Movie,2019,Others,104,0,5.5,1633,IN,Comedy
tm981475,Illegal Woman,Movie,2020,Others,119,0,6.2,196,ES,"Drama, Crime, European"
tm845616,Tootsies & The Fake,Movie,2019,Others,108,0,5.9,474,TH,Comedy
tm872732,Sugar Rush,Movie,2019,Others,120,0,6.7,90,GB,"Action, Comedy"
tm849102,Shimla Mirchi,Movie,2020,Others,129,0,4.6,1492,IN,"Romance, Comedy"
tm946277,Love,Movie,2020,Others,91,0,7,1485,IN,"Thriller, Drama"
tm925186,Santana,Movie,2020,Others,106,0,3.9,977,"AO, ZA","Action, Drama, Crime"
tm514257,The Legacy Of The Bones,Movie,2019,Others,121,0,6.3,8674,ES,"Crime, Thriller, European"
tm1013697,Nneka The Pretty Serpent,Movie,2020,Others,140,0,3.8,118,NG,"Horror, Fantasy"
tm863992,The Most Dangerous Man In Europe,Movie,2020,Others,68,0,6.8,202,ES,"Documentation, History, War"
tm851862,Mutiny Of The Worker Bees,Movie,2020,Others,100,0,4,475,MX,Comedy
tm976632,Indoo Ki Jawani,Movie,2020,Others,115,0,3,6075,IN,"Comedy, Drama"
tm431769,Once Again,Movie,2019,Others,101,0,7,980,"DE, IN, AT","Drama, Romance, European"
tm366245,Drive,Movie,2019,Others,147,0,3.7,7559,IN,"Thriller, Crime, Drama, Action"
tm918043,Raat Akeli Hai,Movie,2020,Others,149,0,7.3,17570,IN,"Thriller, Crime, Drama"
tm835512,The Spooky Tale Of Captain Underpants Hack-A-Ween,Movie,2019,Others,45,0,6,201,US,"Comedy, Family, Animation, Action"
tm918258,Dogwashers,Movie,2020,Others,107,0,5.8,597,"AR, CO","Comedy, Drama, Crime"
tm452578,Miranda Sings Live... Your Welcome,Movie,2019,Others,61,0,5.5,418,US,Comedy
tm426634,The Day I Lost My Shadow,Movie,2019,Others,94,0,6.1,239,"QA, SY, FR, LB",Drama
tm442199,Shanghai Fortress,Movie,2019,Others,107,0,4.3,2345,CN,"Scifi, War, Action"
tm908777,Thiago Ventura: Pokas,Movie,2020,Others,82,0,6.4,190,BR,Comedy
tm852728,Hunter In The Blue Side Of Manchester,Movie,2020,Others,89,0,5.8,43,ID,Drama
tm859143,Torbaaz,Movie,2020,Others,132,0,7,17828,IN,"Drama, Thriller, Action, Sport"
tm812593,Feo Pero Sabroso,Movie,2019,Others,90,0,4.3,169,CO,Comedy
tm810642,Manmadhudu 2,Movie,2019,Others,155,0,4.8,693,IN,"Comedy, Drama, Romance"
tm822271,Crazy Awesome Teachers,Movie,2020,Others,101,0,6.2,438,ID,"Comedy, Drama"
tm452900,Remastered: Massacre At The Stadium,Movie,2019,Others,64,0,7.2,771,CL,"Documentation, Drama"
tm840216,Iliza Shlesinger: Unveiled,Movie,2019,Others,78,0,6.5,1664,US,Comedy
tm492043,Motichoor Chaknachoor,Movie,2019,Others,150,0,5.8,2774,IN,"Comedy, Romance, Drama"
tm923612,Any Crybabies Around?,Movie,2020,Others,106,0,6,155,JP,Drama
tm465513,Bulletproof 2,Movie,2020,Others,97,0,3.5,609,US,"Crime, Action, Comedy, Drama"
tm973335,The Body,Movie,2019,Others,104,0,5.5,3321,IN,"Thriller, Comedy"
tm234980,A Choo,Movie,2020,Others,101,0,5.4,357,TW,"Comedy, Romance, Fantasy, Action"
tm468200,Uyare,Movie,2019,Others,125,0,8.1,3522,IN,Drama
tm837690,Eeb Allay Ooo!,Movie,2020,Others,97,0,7.2,1532,IN,"Drama, Comedy"
tm842976,Go! The Unforgettable Party,Movie,2019,Others,60,0,5,138,AR,"Music, Family"
tm463814,Edoardo Ferrario: Temi Caldi,Movie,2019,Others,65,0,6.4,130,IT,Comedy
tm845117,Tiffany Haddish: Black Mitzvah,Movie,2019,Others,55,0,6.2,956,US,Comedy
tm824560,The Lost Okoroshi,Movie,2020,Others,94,0,5.8,172,NG,"Action, Drama"
tm863611,Kappela,Movie,2020,Others,113,0,7.5,3212,IN,"Comedy, Romance"
tm832844,Mo Gilligan: Momentum,Movie,2019,Others,64,0,6.3,434,GB,Comedy
tm1149814,Uncovered,Movie,2019,Others,95,0,4.8,21,ZA,"Drama, Thriller, Action"
tm982569,London Hughes: To Catch A D*Ck,Movie,2020,Others,60,0,4.7,318,US,Comedy
tm468651,Kandasamys: The Wedding,Movie,2019,Others,98,0,6,226,ZA,Comedy
tm881575,Velvet Colección: Grand Finale,Movie,2020,Others,82,0,7.2,8,"US, ES","Comedy, Romance"
tm907704,Dark City Beneath The Beat,Movie,2020,Others,65,0,6.7,138,US,"Music, Documentation"
tm494190,Redemption,Movie,2019,Others,100,0,6,171,MZ,"Action, Drama, Thriller"
tm462037,Mi Amigo Alexis,Movie,2019,Others,100,0,5.1,341,CL,"Comedy, Drama, Family, Sport"
tm822502,Whindersson Nunes: Adulto,Movie,2019,Others,68,0,7,348,BR,Comedy
tm484173,Bhangra Paa Le,Movie,2020,Others,131,0,6.2,353,IN,"Music, Comedy, Drama"
tm918894,Anelka: Misunderstood,Movie,2020,Others,94,0,6.4,3120,FR,"Documentation, Sport"
tm842869,Fadily Camara: La Plus Drôle De Tes Copines,Movie,2019,Others,54,0,5.7,46,FR,Comedy
tm931701,Òlòtūré,Movie,2019,Others,106,0,5.5,774,NG,"Drama, Crime"
tm1020701,La Vocera,Movie,2020,Others,82,0,7.2,54,MX,Documentation
tm819016,The Path Of The Anaconda,Movie,2019,Others,73,0,6.8,269,CO,Documentation
tm848261,Aaviri,Movie,2019,Others,113,0,4,95,IN,"Thriller, Drama"
tm908128,Chaman Bahar,Movie,2020,Others,111,0,7,6732,IN,"Drama, Comedy"
tm813634,Dorasani,Movie,2019,Others,130,0,5.8,195,IN,"Drama, Romance"
tm477403,Kaake Da Viyah,Movie,2019,Others,133,0,5,73,IN,"Comedy, Romance"
tm825934,Super Monsters Back To School,Movie,2019,Others,23,0,6.2,29,"CA, US",Animation
tm813423,Marjoun And The Flying Headscarf,Movie,2019,Others,84,0,6.8,37,"US, NL, CA, LB",Drama
tm927033,True: Friendship Day,Movie,2020,Others,23,0,6.8,22,CA,"Animation, Family"
tm830833,"Hello, Privilege. It'S Me, Chelsea",Movie,2019,Others,64,0,4.5,1972,US,Documentation
tm885948,"Yours Sincerely, Kanan Gill",Movie,2020,Others,72,0,7.2,948,IN,Comedy
tm475815,The Zoya Factor,Movie,2019,Others,134,0,4.2,2378,IN,"Romance, Sport, Comedy, Drama"
tm435836,Mere Pyare Prime Minister,Movie,2019,Others,104,0,6.8,635,IN,Drama
tm824566,Ibrahim: A Fate To Define,Movie,2019,Others,75,0,7.5,29,"PS, DK, LB",Documentation
tm813075,To Be Of Service,Movie,2019,Others,88,0,7.3,90,US,Documentation
tm837843,It Takes A Lunatic,Movie,2019,Others,126,0,6.6,170,"US, GB, DE","Documentation, Drama"
tm893510,What Are The Odds?,Movie,2019,Others,92,0,5.3,832,IN,"Drama, Music, Documentation"
tm847630,The App,Movie,2019,Others,79,0,2.7,1329,IT,"Scifi, Thriller, Drama"
tm852775,Amit Tandon: Family Tandoncies,Movie,2020,Others,72,0,7,250,IN,Comedy
tm430120,Belmonte,Movie,2019,Others,75,0,6.1,376,"UY, MX, ES","Drama, Comedy, European"
tm866495,Love Like The Falling Rain,Movie,2020,Others,86,0,4.9,200,ID,"Drama, Romance, Fantasy"
tm439365,Bombairiya,Movie,2019,Others,108,0,4.5,418,IN,"Crime, Drama, Comedy"
tm683841,"Hello, Love, Goodbye",Movie,2019,Others,118,0,7.4,1033,"HK, PH","Drama, Romance"
tm832684,Los Tigres Del Norte At Folsom Prison,Movie,2019,Others,64,0,7,170,US,"Documentation, Music"
tm840208,Jeff Garlin: Our Man In Chicago,Movie,2019,Others,58,0,5.9,422,GB,Comedy
tm819841,Isa Pa With Feelings,Movie,2019,Others,102,0,7.9,332,PH,"Comedy, Romance, Drama"
tm832289,Kasanova,Movie,2019,Others,115,0,6.7,43,NG,"Romance, Drama"
tm468811,Mehandi Circus,Movie,2019,Others,135,0,7.4,543,IN,Drama
tm883070,David Batra: Elephant In The Room,Movie,2020,Others,77,0,5.9,196,SE,Comedy
tm929630,A New York Christmas Wedding,Movie,2020,Others,88,0,5.3,1111,US,"Drama, Romance"
tm1005937,Sanitation Day,Movie,2020,Others,104,0,3.3,17,NG,Thriller
tm831934,The Millions,Movie,2019,Others,94,0,5.5,38,NG,"Comedy, Thriller, Drama"
tm830151,One Day We'Ll Talk About Today,Movie,2020,Others,121,0,7.4,1116,ID,"Drama, Family, Music, Documentation"
tm899554,The Perfect Picture: Ten Years Later,Movie,2019,Others,150,0,6.2,48,GH,"Comedy, Romance"
tm938434,All Because Of You,Movie,2020,Others,101,0,4.2,217,MY,"Comedy, Action, Romance"
tm472999,Guddiyan Patole,Movie,2019,Others,127,0,7,704,IN,"Comedy, Drama"
tm469510,Albert  Pinto Ko Gussa Kyun Aata Hai?,Movie,2019,Others,82,0,5.5,1968,IN,Drama
tm924556,Maniyarayile Ashokan,Movie,2020,Others,110,0,4.7,1235,IN,"Drama, Comedy, Romance"
tm674494,4th Republic,Movie,2019,Others,119,0,6.2,29,NG,"Thriller, Drama"
tm474618,A Tale Of Two Kitchens,Movie,2019,Others,29,0,6.5,145,"US, MX",Documentation
tm675214,Mokalik (Mechanic),Movie,2019,Others,100,0,6.2,148,NG,"Comedy, Drama"
tm453994,The Body Remembers When The World Broke Open,Movie,2019,Others,105,0,7,731,"CA, NO","Drama, European"
tm848444,Masameer: The Movie,Movie,2020,Others,112,0,5.9,2233,SA,"Comedy, Drama, Animation"
tm435295,Ave Maryam,Movie,2019,Others,74,0,7,479,ID,"Romance, Drama"
tm846630,Tarung Sarung,Movie,2020,Others,115,0,6.3,189,ID,"Drama, Sport, Thriller, Action"
tm824855,Lola Igna,Movie,2019,Others,114,0,7.2,183,PH,"Drama, Comedy"
tm894241,Kenny Sebastian: The Most Interesting Person In The Room,Movie,2020,Others,67,0,6.2,987,IN,Comedy
tm464284,We Are Legends,Movie,2019,Others,108,0,5.1,193,HK,Action
tm878492,Fate Of Alakada,Movie,2020,Others,114,0,7,54,NG,Comedy
